Column1,title,directors,actors,plots,genre,runtime,keywords,등급,국적,screenCnt,audiAcc,salesAcc,개봉일,제작비,네이버_기대지수,star_buzz,Movie_Buzz
88,국가부도의 날,최국희,"김혜수, 유아인, 허준호, 조우진, 뱅상 카셀, 김홍파, 엄효섭, 송영창, 권해효, 조한철, 류덕환, 박진주, 장성범, 전배수, 염혜란, 김형묵, 동하, 김민상, 정규수, 한지민, 이호재, 류태호, 서영삼, 변진수, 박경찬, 윤병희, 최준영, 이하은, 김태율, 유상재, 정종열, 김윤홍, 이상홍, 한재혁, 김성용, 손성찬, 하민, 안수호, 양말복, 황인준, 이새로미, 문현정, 손민석, 강한샘, 스티브 비페리노, 다니엘 조이 올브라이트, 사무엘 로르카, 리사 엔지오멜, 라이언 마우러, 홍성호, 박정민, 박재범, 한이진, 김호준, 임진택, 조영애, 홍성덕, 이원희, 백도겸, 최원용, 손동수, 양동탁, 추은경, 한창현, 이진선, 이하윤, 나경철, 김기현, 이진승, 이태연, 양수진, 윤인지, 이새벽, 양혜정, 유승수, 박재원, 김명인, 김다미, 박경관, 윤영호, 정임섭, 홍범기, 박준상, 성민수, 오상준, 박재영, 전금한, 박혜숙, 손영진, 김형균, 박세정, 신하준, 손정원, 홍산, 송유수, 이용재, 조성재, 박숙명, 유인환, 박상혁, 강병욱, 서임철, 권훈, 박현욱, 김기정, 김양원, 송지준, 선인호, 김세정, 이영희, 김진구, 이은주, 김채윤, 양광석, 문동원","“모든 투자자들은 한국을 떠나라. 지금 당장”1997년, 대한민국 최고의 경제 호황을 믿어 의심치 않았던 그때,곧 엄청난 경제 위기가 닥칠 것을 예견한 한국은행 통화정책팀장 ‘한시현’(김혜수)은 이 사실을 보고하고, 정부는 뒤늦게 국가부도 사태를 막기 위한 비공개 대책팀을 꾸린다.한편, 곳곳에서 감지되는 위기의 시그널을 포착하고 과감히 사표를 던진 금융맨 ‘윤정학’(유아인)은 국가부도의 위기에 투자하는 역베팅을 결심, 투자자들을 모으기 시작한다. 이런 상황을 알 리 없는 작은 공장의 사장이자 평범한 가장 ‘갑수’(허준호)는 대형 백화점과의 어음 거래 계약서에 도장을 찍고 소박한 행복을 꿈꾼다. 국가부도까지 남은 시간 단 일주일. 대책팀 내부에서 위기대응 방식을 두고 시현과 ‘재정국 차관’(조우진)이 강하게 대립하는 가운데, 시현의 반대에도 불구하고 ‘IMF 총재’(뱅상 카셀)가 협상을 위해 비밀리에 입국하는데…위기를 막으려는 사람과 위기에 베팅하는 사람, 그리고 회사와 가족을 지키려는 평범한 사람,1997년, 서로 다른 선택을 했던 사람들의 이야기가 시작된다!",드라마,114,"IMF,국가 부도,국가의 위기,사람들,인간사회,1990년대,경제위기,한국은행",12세이상관람가,한국,1180,3754983,30891765837,2018-11-28,7000000000,1172,2010,560
89,말모이,엄유나,"유해진, 윤계상, 김홍파, 우현, 김태훈, 김선영, 민진웅, 송영창, 허성태, 이성욱, 조현철, 조현도, 박예나, 송부건, 이서환, 이호철, 박경근, 유순웅, 백경윤, 이동용, 채동현, 서영주, 김남훈, 정기섭, 김도엽, 전진기, 전병덕, 이영호, 구민혁, 김문식, 오희준, 장유, 조유신, 김대현, 이현걸, 권혁, 강전영, 송형수, 이새로미, 김규백, 서문호, 노영주, 조승구, 윤영균, 김철무, 오경민, 이다일, 최윤빈, 이동현, 조석인, 박원석, 차준서, 구준우, 이강우, 김태율, 조수빈, 조용진, 송지호, 김세한, 지원호, 김민석, 윤준열, 서영재, 정원, 박준희, 윤준상, 고재원, 유상재, 이육헌, 신재영, 정임섭, 김동효, 강태수, 김서윤, 윤준호, 김학충, 오규택, 임수지, 박성용, 조성운, 김한빛, 한대훈, 유용희, 강유미, 명인호, 선승수, 박영서, 후지모토 신스케, 요네다 사치코, 카와카미 에리코, 김길범, 가네코 신이치, 예수정, 유재명, 김동영, 이정은, 최귀화, 윤경호, 유은미","까막눈 판수, 우리말에 눈뜨다! vs 조선어학회 대표 정환, ‘우리’의 소중함에 눈뜨다!1940년대 우리말이 점점 사라져가고 있던 경성.극장에서 해고된 후 아들 학비 때문에 가방을 훔치다 실패한 판수.하필 면접 보러 간 조선어학회 대표가 가방 주인 정환이다.사전 만드는데 전과자에다 까막눈이라니!그러나 판수를 반기는 회원들에 밀려 정환은 읽고 쓰기를 떼는 조건으로 그를 받아들인다.돈도 아닌 말을 대체 왜 모으나 싶었던 판수는 난생처음 글을 읽으며 우리말의 소중함에 눈뜨고,정환 또한 전국의 말을 모으는 ‘말모이’에 힘을 보태는 판수를 통해 ‘우리’의 소중함에 눈뜬다.남은 시간 한달, 바짝 조여오는 일제의 감시를 피해 ‘말모이’를 끝내야 하는데…우리말이 금지된 시대, 말과 마음이 모여 사전이 되다",드라마,135,"우리말,사전,1940년대,조선어학회,까막눈,동지,비밀작전,일제강점기,일제시대",12세이상관람가,한국,1203,2812444,23682638520,2019-01-09,11500000000,599,1672,691
90,석조저택 살인사건,"정식, 김휘","고수, 김주혁, 문성근, 박성웅, 임화영, 김호연, 김태훈, 김우진, 나기수, 김찬호, 정헌, 여민주, 한지은, 전아희, 김남훈, 박소은, 김지연, 이주현, 이승후, 신영진, 홍도성, 정현우, 김진일, Joel Roberts Gavin Murphy, 김진아, 박수민, 이유진, 김성준, 진소영, 김나현, 김기령, 이주연, 김수연, 선하윤, 윤다람, 송현진, 신영진, 김광현, 마정석, 주승우, 왕유진, 유성주, 황재욱, 천용철, 이광식, 이광훈, 염승철, 이정섭, 김경윤, 김상휘, 김성택, 김정원, 김진구, 신명기, 박상민, 김성진, 하대용, 한상민, 이훈민, 임용수, 최자영, 권오철, 김지원, 문승호, 류소울, 유성주, 정주현, 조태일, 최인순, 강성필, 한규원, 황인아, 안정우, 지동현, 김윤수, 김준희, 염청우, 박응원, 김형훈, 권세봉, 김진혁, 민휘규, 정종우, 최민재, 황재욱, 윤석원, 손현지, 김태현, 장기주, 고민우, 곽현실, 권영현, 김시우, 기환, 박찬서, 박홍진, 배유리, 백단비, 서웅, 서진주, 손수민, 이신호, 임다은, 임유진, 정태동, 정현구, 조정은, 주경환, 주재형, 허민영, 김종신, 구자윤, 김다진, 김설아, 김성욱, 김혜지, 박세영, 박지현, 양혜나, 이경미, 이기훈, 이호성, 조예지, 최태영, 최현규, 고소현, 조한별, 이현지, 고주연, 고준, 김소현, 김유림, 박해진, 이미선, 정민희, 정유빈, 정지민, 최소미, 최지희, 함하현, 서정대, 원종현, 전민, 최성진, 김현준, 오현, 이선재, 조원진, 조유찬, 최유호, 유민우, 이규일, 정범석, 정수빈, 이대영, 홍의정, 임태훈, 김태야, 김봉조, 박대규, 조명행, 송용호, 김문학, 임호, 김정일, 윤택승, 김정희, 송태완, 이효빈, 박상현, 백정우, 도혜진, 윤용석, 조주환, 여현철, 김유정, 성다혜, 김봉조, 이태형, 고우림, 정우식, 최원석, 정종우, 오보혜, 이신성, 이자은, 강지원, 홍성춘, 남연우, 백종성, 이동철, 전다솔, 정한빈, 이순경, 손흥민, 김광태, 백승창, 박대규, 임재민, 한광휘, 양보승, 조청호, 강지훈, 김동찬, 조기석, 조정환, 이용규, 김다니엘, 박지아, 박채익, 유병훈, 서동갑, 김우석, 오광록, 김태우","1947년 경성, 거대한 석조저택에서 두 남자가 마주한다.그리고 울린 여섯 발의 총성.최초 신고자의 전화를 받고 경찰이 출동하고, 운전수 ‘최승만’을 살해한 혐의로 경성 최고의 재력가 ‘남도진’이 체포된다. 하지만 현장에 남은 건 사체를 태운 흔적과 핏자국, 그리고 잘려나간 손가락 뿐. 미스터리한 석조저택 살인사건을 사건을 두고 치열한 법정공방이 벌어지는데… 정체불명의 운전수 최승만(고수) 경성 최고의 재력가 남도진(김주혁) 사건을 무마하려는 변호사(문성근) 유죄를 입증하려는 검사(박성웅)치밀하게 계획되고 잔인하게 실행된 살인사건! 이 모든 것은 누군가가 설계한 속임수다!",스릴러,109,"1974년 경성,석조저택,총성,체포,사체,살인사건,설계,1970년대",15세이상관람가,한국,539,351830,2815742886,2017-05-09,1000000000,1987,2580,292
91,재꽃,박석영,"정하담, 장해금, 정은경, 박명훈, 박현영, 김태희","열 살 정도로 보이는 소녀가 작은 캐리어를 들고 낡은 시외버스 터미널에 도착합니다. 이 소녀는 바로 일주일전 엄마에게 버려졌습니다. 엄마가 자신을 떠난 이유도, 당장 무엇을 해야 할지도 모르는 소녀는 한 번도 만나본 적이 없는 아빠일지도 모르는 남자를 찾기로 결심합니다.",드라마,135,,12세이상관람가,한국,35,4762,35089000,2017-07-06,60000000,142,208,234
92,시간위의 집,임대웅,"김윤진, 옥택연, 조재윤, 박상훈, 고우림, 황준우, 곽지혜, 우상전, 김민정, 김나연, 배우진, 장봉수, 성민수, 신혜정, 김현, 전휘헌, 강세인, 최대웅, 손미희, 연제형, 박원호, 문경민, 김하경, 박상연, 허소연, 임동민, 이윤선, 최현욱, 김윤호, 장다은, 김란희, 정용욱, 박영, 이한성, 이재우, 이한위, 박준면, 백도빈, 이동규, 유인영","남편과 아들을 살해한 여자그날 밤, 그곳에는 그녀 혼자가 아니었다남편과 아들을 살해한 혐의로 체포된 미희는 25년의 수감 생활 후, 사건이 발생한 그 집으로 돌아온다. 유일하게 미희를 믿는 최신부는 그녀를 찾아가 진실을 묻지만, 미희는 ‘그들이 남편을 죽이고, 아이를 데려갔다’는 말만을 되풀이한다. 사건의 진실을 파헤치던 최신부는 그 집에 무언가 있다고 확신하게 된다. 최신부가 집을 떠날 것을 경고한 그날 밤, 홀로 남은 미희는 25년 전 그날처럼 집 안에 또 다른 누군가가 있음을 깨닫는데…“아직 그들은 이 집에 있어!”",미스터리,100,"가족살인,존속살인,노인분장,현실과환상,지하실,죽은아이,아들의죽음,무당,타임슬립,반전영화",15세이상관람가,한국,454,124601,987958600,2017-04-05,2900000000,1987,375,500
93,커튼콜,류훈,"장현성, 박철민, 전무송, 유지수, 장혁진, 서호철, 이이경, 채서진, 강지원, 고보결, 신문성, 최인경, 조선주, 최말봉, 최윤도, 박삼녕, 김원진, 조 준, 김용언, 박선주, 박다정, 희정, 김명성, 김태준, 김태윤, 정우진, 임혜선, 고동형, 임범순, 문경태, 유수빈, 마민희, 나혜인, 김용희, 홍의현, 이도군, 최시은, 염시훈, 김동인, 조영란, 서진석, 김묘진, 이희정, 이종찬, 김대흥, 한영수, 최승호, 문소아, 김원우, 전장현, 김학수, 정봄찬, 이은수, 노현수, 방한솔, 정우영, 이지한, 장은지, 유희철, 최마로, 권순억, 유지우, 이시원, 민준기, 정유선, 장유태, 김홍파, 정인겸, 마민희, 정우영","경제적인 불황으로 문닫기 일보 직전의 위기에 놓인 삼류 에로 극단 ‘민기’의 마지막 무대를 앞두고 연출자 ‘민기’(현성)는 늘 꿈에 그리던 연극 [햄릿]을 무대에 올리기로 결심하고 프로듀서인 ‘철구’(박철민)를 설득한다. 우여곡절 끝에 연극 무대의 막이 오르고, 예기치 않은 실수와 애드립이 난무하는 가운데 무대의 열기는 점점 끓어 오르는데! 과연 삼류 에로 극단이 도전한 [햄릿]은 무사히 커튼콜을 올릴 수 있을까?!",코미디,99,"극단,연극공연,마지막,기로",15세이상관람가,한국,80,5163,38228100,2016-12-08,150000000,972,160,846
94,사냥,이우철,"안성기, 조진웅, 한예리, 권율, 박병은, 한재영, 김윤성, 조대희, 차순배, 예수정, 진선규, 심이영, 신동미, 이해영, 양서연, 이상화, 허준석, 한동원, 오주환, 손대방, 강재은, 허승, 홍승일, 김현지, 임세랑, 류주현, 이원진, 권기하, 이원섭, 유도성, 오채원, 김윤주, 오수연, 이문형, 이재희, 박희건, 김영탁, 신재훈, 형영선, 유재상, 신훈희, 권선철, 박원우, 손현주","“그 날, 그 산에는 아무도 오르지 말았어야 했다”인적이 드문 산에서 거대한 금맥이 발견된다. 금이 발견되었다는 것을 우연히 알게 된 동근(조진웅)은 정체를 알 수 없는 엽사 무리를 이끌고 산에 오른다. 인생 역전을 맞이한 기쁨도 잠시, 금맥이 있는 땅주인 노파가 나타나고 말씨름 끝에 노파가 절벽 아래로 떨어지고 만다. 한편, 과거 탄광 붕괴 사고 이후 후유증에 시달리던 기성(안성기)은 매일같이 산을 오르며 사냥에 매진한다. 여느 날과 다름없이 총 한 자루를 쥔 채 사냥에 나선 기성은 산사태 때문에 출입이 불가하다던 산에 수상한 엽사 무리들을 발견하고 그들을 뒤쫓다 사고 현장을 목격하게 되는데…금을 차지하려는 엽사들과 소중한 것을 지켜야 하는 사냥꾼미로 같은 산 속에서 목숨을 건16시간의 추격이 시작된다!",액션,93,"추격전,금,탐욕,욕망,트라우마,금맥",15세이상관람가,한국,696,645922,4912658515,2016-06-29,3000000000,5209,1053,1979
95,럭키,이계벽,"유해진, 이준, 조윤희, 임지연, 조한철, 김민상, 차엽, 박승태, 성병숙, 김지안, 고준, 이성욱, 정희태, 이동용, 김서현, 송요셉, 장혁진, 이용녀, 나수윤, 아누팜, 문종원, 윤종구, 서영화, 김익태, 강현식, 이승철, 이명자, 김진만, 김현숙, 정경임, 차성제, 박기호, 박찬진, 옥주리, 김해용, 손하정, 권방현, 최요운, 김종훈, 조한나, 박규리, 공혜진, 박은미, 배천수, 장우진, 조호준, 김동인, 김현웅, 이희성, 최원, 백천기, 양창완, 오현진, 김훈, 조준혁, 성창호, 이대영, 김경우, 김미현, 김경태, 김기정, 김성훈, 김시우, 김일영, 김하영, 김형록, 박선용, 송태완, 오승률, 옥일재, 이규현, 이종현, 이주성, 이진철, 이창훈, 장원진, 채희봉, 최영민, 한상균, 홍의권, 홍준우, 이주원, 이하늬, 김정연, 엄혜수, 조인영, 채희재, 김세준, 임근서, 김태규, 강지훈, 김효린, 박대규, 박종범, 정소리, 조성재, 최시형, 홍성호, 구민혁, 신난애, 금광산, 김한규, 차순형, 유광수, 한동학, 최대성, 정덕효, 장선영, 김운, 김혜린, 박현익, 이율, 최혁진, 신정섭, 전혜빈, 이동휘, 김지민, 이율, 임근서, 김형록","성공률 100% 압도적인 카리스마의 완벽한 킬러!목욕탕 Key 때문에 무명배우로 삶이 뒤바뀌다?!성공률 고객 만족도 100%의 완벽한 킬러 형욱(유해진)사건 처리 후 남겨진 증거를 완벽하게 없애기 위해 들른 목욕탕에서 비누를 밟고 넘어져 기억을 잃게 된다.이를 지켜본 무명배우 재성(이준)이 형욱의 목욕탕 키를 훔치게 되고, 운명이 뒤바뀐 형욱은 자신이 재성이라고 생각한 채, 배우로 성공하기 위해 노력하는데…“잊고 있었던 중요한 무언가 떠오른 것 같습니다”타고난 액션과 눈빛 연기 속에 서서히 깨어나는 킬러 본능!형욱은 자신의 과거를 기억해내고 진짜 삶을 찾을 수 있을까?",코미디,120,"반전,킬러,무명배우,청부살인업자,살인청부업자",15세이상관람가,한국,1158,6965706,56361435256,2016-10-13,4000000000,15767,1916,1570
96,청춘 합창단 - 또 하나의 꿈,이혁종,"김태원, 안성기",시니어 합창단인 ‘청춘 합창단’의 활동상을 그린 다큐멘터리 영화,다큐멘터리,79,"노래,음악,청춘합창단,시니어합창단,꿈,눈물",전체관람가,한국,39,6489,44711400,2017-06-15,600000000,140,77,4
97,특별수사: 사형수의 편지,권종관,"김명민, 김상호, 성동일, 김영애, 김향기, 김뢰하, 박수영, 박혁권, 오민석, 최병모, 이지훈, 박지환, 김성현, 민진웅, 곽자형, 이동용, 이승훈, 민지아, 홍기준, 함성민, 서동갑, 강혜림, 전병욱, 전인걸, 강태영, 김경준, 이성욱, 송용호, 김주원, 강종성, 남연우, 진주연, 석보배, 손용상, 김승필, 주석제, 강석원, 김학충, 정재영, 차상민, 강순호, 조현수, 김용호, 정택호, 이기창, 최운경, 이강영, 조민지, 박선지, 신구, 이한위, 이문식, 김명국, 정재영","“빤스까지 싹 벗겨줄게”영업철칙에 벗어난 사건 의뢰가 들어왔다! 한때는 모범 경찰, 지금은 잘 나가는 브로커 ‘필재’(김명민).끊이지 않는 사건 수임으로 ‘신이 내린 브로커’로 불리는 그에게 어느 날, 사형수로부터 의문의 편지 한 통이 도착한다.“대해제철 며느리 죽인 놈이네. 이런 사건은 근처에도 가면 안돼” 세간을 뒤흔든 인천의 재벌 ‘대해제철 며느리 살인사건’의 범인 ‘순태’(김상호)는 자신의 억울함을 주장하고, ‘고객이 왕’, 받은 만큼 움직이는 브로커 ‘필재’는 점점 커지는 사건의 배후가 있음을 직감한다.“무덤까지 간 사건, 명민하게 파헤쳐주마”파헤칠수록 점점 더 드러나는 거대 배후세력의 실체 돈 따라 움직이던 그가 돈 한 푼 없이 움직인다!경찰도 검찰도 재벌도 두 손 두 발 다 든 브로커 ‘필재’의 특.별.수.사가 시작된다!",범죄,120,"사건의뢰,재벌,재벌가,살인사건,브로커",15세이상관람가,한국,691,1225142,9792082065,2016-06-16,4500000000,3052,1860,173
98,딜쿠샤,"김태영, 이세영","김태영, 송준석, 진혜경, 김정옥, 김만식, 한초원, 조선묵, 이보익, 이근, 최원태, 황원규, 김훈제, 안치욱, 강용영, 김영석, 기흥주, 김민지, 장윤숙, 김강산, 허윤미, 김다혜, 이민경, 이혜주, 김나래, 한푸른, 안명숙, 길용우, 조찬형, 아영, 박창희, 한초원, 윤진호, 이승훈, 이창주, 김민선, 이승찬, 이상덕, 조화영, 최한호, 이춘구, 황원희, 윤복인, 박근형, 김미진, 오윤선, 권순철, 손인찬, 김한영, 박재동, 이마무라 쇼헤이, 장동건, 안성기",많은 영화를 제작하다 뇌출혈로 쓰러졌던 ‘김감독’. 그는 벼랑 끝에 내몰린 11년 동안 지옥 같은 현실을 산다. 시나리오를 쓰고자 찾아간 딜쿠샤에서 김감독은 새 영화를 같이 찍을 사람들을 만나 작은 기적을 본다.리뷰: 적지 않은 영화와 TV 다큐멘터리 프로그램을 제작하다가 뇌출혈로 쓰러졌던 ‘김감독’은 58년 개띠 베이비부머 세대다. 그는 파산한 이후 벼랑 끝에 내몰린 지옥 같은 11년 세월을 살았다. 과거에 다큐멘터리로 만들었던 딜쿠샤란 이름의 집에서 감독은 새 영화를 찍을 사람들을 만나 자그마한 삶의 기적을 만든다. 무엇 하나 제대로 되는 것이 없는 실패자의 삶이지만 이 영화에는 놀라운 긍정의 에너지가 넘친다. 현실과 환상이 자연스럽게 섞이고 개인의 몽상과 현실의 실재가 충돌 없이 화해한다. (김영진),다큐멘터리,97,"꿈,희망,도전,몽상가",12세이상관람가,한국,8,1403,10486400,2016-11-24,220000000,109,41,292
99,우리들,윤가은,"최수인, 설혜인, 이서연, 강민준, 김희준, 김채연, 장혜진, 손석배, 김태엽, 최찬숙, 유호한, 전석민, 장희재, 이우진, 방인하, 김민석, 안정우, 김영미, 최준우, 이진슬, 유서진, 유창선, 남궁혜인, 조은호, 인연서, 최성원, 임준혁, 강지민, 주재윤, 엄채윤, 최명상, 우채영, 우태희, 박혜진, 최준호, 김태정, 심우승, 김예원, 손효인, 최진영, 조이한, 현재우, 이세린, 변승호, 이경은, 박유빈, 최승혁, 김예진, 김승현, 김도근, 장연우, 박장수, 조창훈, 이서영, 김윤아, 김은호, 손유주, 이동화, 안지윤, 임지성, 임지우, 안세은, 남호준, 정민준, 정서준","엄마보다 친구가 더 좋은 나이, 초등학교 4학년 열한 살 소녀 선은 왕따이다. 방학식 날, 어김없이 홀로 친구의 생일에 초대받지 못하고 혼자 교실 청소를 하던 선은 전학 수속을 막 마친 지아를 만난다. 동네가 아직 낯선 지아에게 길을 알려주게 된 선, 드디어 친구가 생겼다. 선과 지아는 서로의 집에 놀러 가기도 하고 비밀을 나누기도 하며 그 어느 때보다도 즐거운 방학을 보낸다. 활달하고 유쾌한 성격의 지아는 친절하고 배려심 많은 선이 좋고, 선은 어린 동생 윤이까지 예뻐 해주는 처음 생긴 친구 지아가 세상에서 제일 좋다. 그리고 다시 돌아온 개학. 지아는 할머니 손에 억지로 끌려갔던 학원에서 만난 친구들과 선 사이의 이상한 기류를 눈치챈다. 특히 아이들을 주도하는 털털하고 시원시원한 성격의 보라는 선과 가까이 하는 지아를 의아하게 바라보고, 지아는 보라와 친구들의 무리에 끼려고 선을 멀리하기 시작한다. 어른보다 복잡하고 섬세한 아이들 세상 속, 선은 단짝 친구 지아의 갑작스런 변심이 당황스럽고, 지아는 새로운 학교에서의 즐거운 생활을 뺏기고 싶지 않아, 서로가 상처를 주고 받는다.",드라마,94,"초등학생,딸,엄마,왕따,아이들,학교생활",전체관람가,한국,76,48223,358799960,2016-06-16,150000000,1035,267,1844
100,아수라,김성수,"정우성, 황정민, 주지훈, 곽도원, 정만식, 김원해, 김종수, 김해곤, 윤지혜, 오연아, 최병모, 유정호, 박혁민, 현봉식, 황병국, 정미남, 윤대열, 조준, 정형석, 박유밀, 염동현, 김수진, 정동규, 박효근, 최원경, 조지영, 최성원, 금광산, 박지환, 곽진석, 지건우, 지상민, 김성종, 권귀덕, 윤성민, 박갑진, 채성원, 안민영, 김현빈, 박성희, 이가경, 이종성, 이태형, 황재필, 검비르, 블레이즈, 안누판, 이마붑, 나스, 장용철, 한동욱, 장근영, 노남석, 김선웅, 권혁주, 이광기, 이재환, 김남진, 김정민, 김남조, 김주명, 장준호, 전승엽, 송경철, 임치순, 엘록, 메리 죠이 아파르티, 김태린, 서명찬, 최창준, 현병석, 어주선, 이육헌, 강정호, 손영진, 신석용, 임용순, 고재운, 김지한, 양영일, 문대성, 차래형, 한초롱, 윤제문, 박정학, 육효명","지옥 같은 세상, 살아남기 위해 싸우는 악인들의 전쟁  아수라 강력계 형사 한도경(정우성)은 이권과 성공을 위해 각종 범죄를 저지르는 악덕시장 박성배(황정민)의 뒷일을 처리해주는 대가로 돈을 받는다. 악에 계속 노출되는 사이, 말기 암 환자인 아내의 병원비를 핑계로 돈 되는 건 뭐든 하는 악인의 길로 들어서게 된 한도경. 그의 약점을 쥔 독종 검사 김차인(곽도원)과 특검팀 형사 개눈 도창학(정만식)은 그를 협박하고 이용해 박성배의 비리와 범죄 혐의를 캐려 한다. 각자의 이익과 목적을 위해 한도경의 목을 짓누르는 검찰과 박성배. 그 사이 태풍의 눈처럼 되어 버린 한도경은, 자신을 친형처럼 따르는 후배 형사 문선모(주지훈)를 박성배의 수하로 들여보내고, 살아남기 위해 혈안이 된 나쁜 놈들 사이 물지 않으면 물리는 지옥도가 펼쳐진다.",범죄,132,"강력계형사,비리형사,검사,시장,느와르",청소년관람불가,한국,1278,2594028,20576226662,2016-09-28,9200000000,28898,2940,776
101,여수 밤바다,정형석,"정형석, 이지연, 이호연, 김지현, 이성원, 송동환",서울에서 공연 연출가로 활동 중인 지석. 친구와 함께 제작했던 작품이 망하자 빚쟁이들을 피하고 머리도 식힐 겸 여수로 즉흥 여행을 떠난다. 노래의 배경인 해양 공원을 찾아 바람을 쐬던 중 눈에 띄는 여인을 발견한다,코미디,115,"연극연출,힐링,즉흥여행,낯선여자",15세이상관람가,한국,9,145,1000300,2019-10-10,9000000000,73,23,1198
102,히야,김지연,"안보현, 이호원, 박철민, 강성미, 강민아, 최대철, 정경호, 조재룡, 이장유, 김호창, 최종훈, 윤은별, 서현우, 정진혁, 이웅휴, 이승재, 이호준, 전찬욱, 최권수, 김시원, 백민서, 류혜린, 김원균, 황신정, 손현준, 조원재, 이창훈, 이혜련, 고서희, 이남희, 박은주, 한철우, 김인정, 백승철, 송유하, 김용운, 김기준, 송윤석, 주광현, 박건락, 김경오, 정휘준, 권정미, 김재현, 배준현, 김현준, 심슬기, 임도규, 정원효, 박스테반, 홍영은, 이정아, 정민준, 이승준, 고현, 김성규, 박영훈, 정현기, 장도희, 최석원, 최시아, 이재혁, 김효민, 채종수, 장태영, 서정우, 김보경, 서윤하, 조진호, 이요한, 한진혁, 권성철, 김주환, 지청룡, 임선균, 박세은, 김영주, 명선희, 박언지, MBC every-인피니트편, MBC every-김성규 편, 기주봉, 장희수, 홍여진, 최필립, 주석, 이우탁","“히야가 뭐든 다 해줄게”온 동네와 학교에서 이름깨나 날리던 ‘진상’(안보현) 집안의 골칫거리로 떠들썩하게 자란 문제아 진상은 사기죄에 살인용의자로 몰려 끈질긴 ‘최형사’(박철민)에게 쫓기는 신세다. 제 앞가림도 못하지만, 형 취급도 안 해주는 동생에게 끊임없이 다가가려 애쓴다.    “히야 좋아하네. 제발 가라”멋진 무대에 오르는 가수를 꿈꾸는 고등학생 ‘진호’(이호원) 돈도 빽도 없어 매번 오디션 탈락의 고배를 마신다. 게다가 형이 남긴 외상 후유증과 살인 누명까지 쓴 진상의 존재는 그의 꿈을 방해하기 일쑤다.  제발 눈앞에 나타나지 말라는 외침에도 내편이 되겠다고 나서는 형 때문에 인생이 괴로운데…",드라마,108,"형,누명,꿈,가수,오디션,고등학생",12세이상관람가,한국,124,21687,173844100,2016-03-10,600000000,11575,405,466
103,"귀향, 끝나지 않은 이야기",조정래,"박지희, 강하나, 서미지, 홍세나, 김시은, 최리, 정무성, 류신, 임성철, 이승현, 오지혜, 정인기, 김민수","2016년 국민이 만든 기적의 영화  귀향 하지만, 일본군 ‘위안부’ 피해자들의 진정한 ‘귀향’은 아직 이루어지지 않았습니다 귀향 이 일본군 ‘위안부’ 피해자들에 대한 ‘기록’과 ‘위로’였다면,  귀향, 끝나지 않은 이야기 는 우리가 전하는 ‘약속’입니다. “언니야 이제 집에 가자”",드라마,96,"일본군,위안부,성노예,피해자,약속,일본군위안부",15세이상관람가,한국,207,13193,95769200,2017-09-14,500000000,1736,153,10
104,저수지 게임,최진성,"주진우, 조미래, 정재호, 홍익표, 이종걸, 정두언, 이요섭, 김우남, 이지형, 이명박, 김의성","이번에 제대로 하셔야 돼요. 이번에 안 뒤집히면 저희 다 죽어요”탐사보도 전문 ‘악마 기자’ 주진우가 누구나 알지만, 아무도 말 못하는 그분의 ‘검은 돈’을 찾고 있다. 해외를 넘나들며 그 돈과 관련된 연결고리의 실체를 추적해온 집념의 5년. 위험을 감수한 ‘딥쓰로트’의 제보로 드디어 그분의 꼬리 밟기에 성공하는데...“저 돈을 쫓아가 보면 XX의 돈이 있어”2017년 파도 파도, 까도 까도 끝없는 검은 돈의 연결고리가 밝혀진다!",다큐멘터리,101,"검은돈,사회고발,탐사보도,농협,분양사기,비자금,추적",15세이상관람가,한국,289,125402,984605100,2017-09-07,2000000000,2297,112,445
105,형,권수경,"조정석, 디오, 박신혜, 김강현, 지대한, 임철형, 이도연, 진희, 손산, 심훈기, 정재진, 장햇님, 문지현, 강두, 구혜령, 이수호, 정유진, 김승아, 박재한, 손미희, 정동규, 이명하, 천석현, 전기영, 최민호, 배성재, 권지훈, Mammadailyev Pahah, 조원희, 이연수, 전하늘, 정지훈, 노영화, 홍명기, 권범택, 이한나, 강두","“살다 보니까 니가 내 인생에 도움이 되는 날이 온다?” 뻔뻔한 사기꾼, 동생 핑계로 가석방의 기회를 물었다! 유도 국가대표 고두영(도경수)은 경기 도중 불의의 사고를 당하게 되고이 소식을 들은 사기전과 10범의 형 고두식(조정석)은 눈물의 석방 사기극을 펼친다! “형은 개뿔, 제발 내 인생에서 꺼져!” 형이 돌아오고 인생이 더 깜깜해졌다! 하루 아침에 앞이 깜깜해진 동생을 핑계로 1년간 보호자 자격으로 가석방 된 두식!.15년 동안 단 한번도 연락이 없던 뻔뻔한 형이 집으로 돌아오고 보호자는커녕 ‘두영’의 삶을 더 엉망 진창으로 만드는데….남보다 못한 형제의 예측불허 동거가 시작된다!",코미디,110,"형과아우,남동생,형제,형제애",12세이상관람가,한국,993,2982022,23129111893,2016-11-23,5000000000,25600,1801,2302
