,title,directors,actors,genre,등급,국적,screenCnt,audiAcc,salesAcc,개봉일,제작비,네이버_기대지수,star_buzz,movie_buzz_naver,google_trend
320,메기,이옥섭,"이주영, 문소리, 구교환, 천우희, 박경혜, 윤정재, 박종환, 권해효, 김꽃비, 오희준, 임수형, 동방우, 박강섭, 던밀스, 박길수, 김민서, 안원진, 김영관, 이성례, 정향춘, 강원, 이옥섭, 김병수, 이천희, 임동민, 이주영, 홍석종, 이하은, 이찬희, 이희웅, 유지영, 강수민, 권태원, 권효진, 김신정, 김형주, 나상조, 방현용, 배은혜, 장동식, 오경주, 오성택, 윤지아, 이영인, 오대창, 윤동혁, 박종학, 한태의, 김기현, 이준섭, 심달기, 박성은, 최희연, 김자준, 김성곤, 최현지, 고미혜, 오경주, 이은애, 양정혁, 양다니엘, 김호, 황혜나, 최연지, 문유진, 장성준, 이효정, 홍석주, 홍석종, 홍석희, 김지민, 이준섭, 이겨울, 원서영, 임찬욱, 김세윤, 최경빈, 장서현, 나승현",미스터리,15세이상관람가,한국,155.0,38853.0,328164828.0,2019-09-26,100000000.0,165.0,300,10,1697.0
321,해치지않아,손재곤,"안재홍, 강소라, 박영규, 김성오, 전여빈, 박혁권, 서현우, 장승조, 박형수, 김흥래, 김수진, 윤대열, 이현욱, 오재균, 손경원, 김경민, 안성봉, 송수영, 윤재인, 한사명, 전운종, 양말복, 김비비, 김그림, 박윤호, 김현, 박기륭, 이정민, 윤우중, 정원형, 장원형, 송유현, 조은유, 임새라, 주부진, 손희순, 남정희, 김남순, 권범택, 원근희, 손영희, 김정현, 이다영, 이가경, 문동혁, 박중금, 양현진, 박소영, 조혜선, 경규민, 이다인, 장정우, 이경민, 김규희, 박보은, 이하영, 서은솔, 송지우, 양희원, 남윤서, 김하연, 김태연, 박시윤, 윤성우, 정지훈, 연제이, 진현광, 배은우, 최찬호, 설창희, 변상윤, 박영빈, 한세라, 유은조, 김경로, 오석철, 고민지, 최정현, 배진호, 이윤상, 이앨리, 박수아, 나승현, 권혜진, 추경원, 이언정, 유정호, 노수산나, 김도희, 김서영, 한예리, 김기천, 조민경",코미디,12세이상관람가,한국,1216.0,1209689.0,10154099090.0,2020-01-15,10000000000.0,7921.0,1713,8,0.0
322,나와 봄날의 약속,백승빈,"장영남, 김성균, 김학선, 이주영, 김소희, 송예은, 강하늘, 이혜영, 한재영, 차순배, 최영주, 전병용, 이은영, 차미경, 이설, 김우현, 배영란, 정보람, 임태풍, 강민수, 강도훈, 김경철, 김규리, 김소희, 김은수, 남궁민, 박현서, 배현석, 변수현, 송준원, 신가인, 신정민, 오경서, 이서연, 임강호, 주민하, 진세연, 황치현",미스터리,15세이상관람가,한국,86.0,2929.0,22032500.0,2018-06-28,100000000.0,250.0,150,2,0.0
323,꾼,장창원,"현빈, 유지태, 배성우, 박성웅, 나나, 안세하, 최덕문, 최일화, 허성태, 김태훈, 염동현, 정동규, 박동혁, 박남희, 최홍일, 김자영, 주석태, 정민성, 송창곤, 강신구, 한철우, 전헌태, 이재구, 류성현, 이근후, 김우진, 유정호, 손병욱, 김장원, 강동우, 강민재, 강득종, 박상혁, 신서경, 구혜연, 이애리, 조은주, 손미희, 김하늘, 김기현, 김형기, 이유리, 정승현, 장용철, 김영환, 한승환, 이재남, 염정민, 이용희, 김동철, 김태강, 김태환, 황인범, 전보예, 성주환, 전보람, 송병철, 이재우, 황도진, 장원진, 강동균, 강소백, 송기준, 김형규, 이민혁, 이성교, 오창석, 백승환, 정임섭, 옥주리, 정미경, 신지연, 이재순, 신정섭, 육장남, 서임철, 서명찬, 전희련, 장훈, 장윤정, 이창호, 성승주, 선율우, 안대웅, 김성강, 이상춘, 원광철, 이경옥, 양원석, Phetkasem Suriyawongsa, Yuttapong Plembut-air, Artiya Winurach, Seetanat Intaraban, Chaiwat Thaingsoontorn, Pongrapee Rotmanee, Nukul Pachanakarn, 정진영, 차순배, 오태경, 진선규",범죄,15세이상관람가,한국,1314.0,4018341.0,31313568795.0,2017-11-22,4000000000.0,6730.0,1357,35,1186.0
324,"어쩌다, 결혼","박호찬, 박수진","김동욱, 고성희, 임예진, 염정아, 이정재, 한성천, 최고, 이채은, 조윤희, 조우진, 강신철, 황보라, 손지현, 김의성, 김선영, 유승목, 박수민, 민무제, 차래형, 김윤식, 정경화, 이준혁, 정우성, 송수현, 정미경, 홍수빈, 이지향, 임강원, 이정연, 김규선, 장우성, 김영아, 문세린, 김홍기, 김명준, 김도하, 김봉훈, 김정식, 김찬욱, 문시니, 배진석, 박의원, 서상현, 성현준, 윤성찬, 이우택, 장은지, 전시온, 정동찬, 정은석, 정종헌, 최현미, 탁우석, 현말금, 홍유리, 황소윤, 황승윤",멜로/로맨스,12세이상관람가,한국,529.0,76746.0,586584249.0,2019-02-27,400000000.0,366.0,259,1,576.0
325,양자물리학,이성태,"박해수, 서예지, 김상호, 김응수, 변희봉, 김영재, 이창훈, 임철수, 현봉식, 주석태, 손종학, 김원식, 박광선, 박성연, 박광재, 유영복, 김왕근, 이상경, 김정우, 성민수, 김주령, 김성준, 김동인, 김대국, 배기범, 권도운, 유정호, 임은지, 남태우, 박종수, 김원목, 이정수, 이한결, 류성민, 최지섭, 신재민, 변정현, 김지성, 김경환, 최병호, 정용재, 유인선, 정운, 김시운, 김도하, 김정준, 전명준, 이정민, 강재은, 윤호, 이태영, 윤민, 지찬, 정이삭, 한소은, 이수연, 김보령, 정우민, 안재원, 박정호, 이동용, 길종완, 가경, 김동현, 길성섭, 김병철, 허유리, 장현아, 김혜지, 이태린, 최필규, 고진우, 류혜지, 한윤경, 김다슬, 김이현, 지서아, 장혜원, 장민주, 조혜인, 은지혜, 윤세은, 강윤혜, 조애리, 장선, 윤재인, 한주영, 유형서, 김명신, 김나나, 김범준, 김용준, 이승규, 조두영, 최태민, 진원조, 심근영, 심지혜, 오지혜, 송나윤, 정인경, 김승범, 서수영, 왕봄, 조은아, 유빈, 조혜빈, 김다연, 주혜리, 문우빈, 최효주, 손정화, 조아진, 백초아, 강기원, 선혜진, 장은정, 모세연, 정아영, 조윤주, 신지웅, 이지예, 조한이, 최담, 차도빈, 김요한, 류시민, 김진형, 이강빈, 김민석, 박성익, 강정훈, 김시혜, 김세영, 김예빈, 박희은, 김소현, 조나나, 김세리, 이태경, 왕나경, 이채유, 왕봄, 이현아, 이혜원, 오광석, 차정훈, 이현우, 김승호, 이서경, 이시영, 박지현, 최태준",범죄,15세이상관람가,한국,799.0,553879.0,4526478380.0,2019-09-25,10000000000.0,205.0,530,22,733.0
326,머니백,허준형,"김무열, 박희순, 이경영, 전광렬, 임원희, 오정세, 김민교, 김보강, 김태환, 이규복, 이익준, 홍경연, 이윤희, 양주호, 현봉식, 김대곤, 성인자, 이용녀, 최종남, 김경애, 이신영, 이동진, 김철환, 성홍일, 장혁진, 권혁준, 장지웅, 윤대열, 이정수, 민혜연, 손영희, 김지나, 김준아, 이샘, 유준홍, 이정현, 최원영, 이소희, 정준혁, 정혜경, 나윤희, 김현옥, 최인순, 강유준, 강정호, 문도선, 오아린, 한대훈, 정세영, 하윤, 박성민, 유재복, 임효경, 김지한, 유상훈, 김다현, 최주영, 윤욱, 김창진, 박진순",액션,15세이상관람가,한국,472.0,52618.0,411511600.0,2018-04-12,1800000000.0,262.0,654,23,534.0
327,치즈인더트랩,김제영,"박해진, 오연서, 박기웅, 유인영, 오종혁, 박산다라, 김현진, 문지윤, 이석준, 차용학, 나혜미, 홍윤재, 고민시, 조덕현, 전준영, 김도완, 윤화경, 이정혁, 박근완, 양동선, 배인호, 박재환, 이정빈, 김다원, 박상연, 김두희, 이주영, 윤진, 김현진, 박주리, 이현석, 이채민, 김강훈, 최서연, 김도담, 차민서, 한동희, 정용희, 조정환, 백경찬, 이청희, 김동규, 우준모, 임두환, 김기호, 박우준, 전민현",멜로/로맨스,15세이상관람가,한국,364.0,229005.0,1890873700.0,2018-03-14,4000000000.0,3832.0,808,14,1857.0
328,진범,고정욱,"송새벽, 유선, 장혁진, 오민석, 정해균, 한수연, 정희태, 우미화, 신현탁, 장영, 윤송아, 전현숙, 박미리, 김필, 심혜연, 김귀선, 최정원, 김현지, 장혜진, 김성혜, 김상두, 마민희, 이다희, 김민지, 이경오, 이준헌, 오동현, 권현수, 최현준, 양예나, 박건준, 강소윤, 송하린",스릴러,15세이상관람가,한국,224.0,167333.0,1424601000.0,2019-07-10,500000000.0,126.0,466,7,392.0
329,메소드,방은진,"박성웅, 윤승아, 오승훈, 류태호, 김범준, 이민웅, 기도영, 김세인, 손지윤, 이서연, 박수빈, 김지호, 차세영, 김미혜, 강진주, 김영빈, 조수정, 김동림, 김주령, 임지환, 전윤지, 한지형, 박상훈, 구웅회, 김찬율, 서지혜, 이장호, 김수진, 정호영, 이규, 김민주, 김솔희, 김윤진, 김태은, 문지원, 박정민, 박주연, 안주영, 오수빈, 이경민, 이규연, 이시원, 이혜수, 장채연, 조채영, 조혜림, 강민순, 김성은, 김현수, 박진성, 박호철, 신동원, 오승찬, 이동욱, 이지용, 임태양, 조윤담, 김해린, 이유진, 진선혜, 강보라, 김윤지, 강기훈, 강민지, 구소영, 권다영, 권오준, 김나현, 김동석, 김서연, 김예인, 김잔, 김재완, 유태선, 문선애, 민기, 민찬홍, 박다은, 박상미, 박세은, 박아람, 박주연, 박주원, 박혜진, 방지희, 손서현, 송수린, 송정은, 신희주, 오설혜, 윤재진, 윤홍석, 음세중, 이가현, 이경원, 이민진, 이연옥, 이용진, 이은지, 이현찬, 임정민, 정다혜, 정상진, 전현경, 조성경, 천민지, 최강희, 최민경, 최영익, 최홍규, 하정훈, 한수빈, 한은성, 홍도미, 홍희정, 홍지영, 김진우, 김나은, 김다은, 김도영, 김보경, 김성령, 김소연, 김순영, 김태연, 남은주, 명선윤, 박민지, 박서연, 배준희, 양혜진, 이윤정, 장지수, 조혜란, 강승택, 문하람, 박상우, 박수찬, 손진호, 탁희주, 김태훈, 류원상, 신지율, 어종혁, 오재호, 이인경, 김주연, 박희라, 심현찬, 이달형, 김현주",드라마,15세이상관람가,한국,244.0,24573.0,200356300.0,2017-11-02,6000000000.0,3010.0,1047,6,726.0
330,변산,이준익,"박정민, 김고은, 장항선, 정규수, 신현빈, 고준, 김준한, 정선철, 배제기, 최정헌, 임성재, 한별, 김광휘, 류성현, 신문성, 윤태수, 이승훈, 김철환, 표준호, 차순배, 오대성, 배영란, 김형주, 설찬미, 김정현, 유영빈, 황인보, 우보라, 성홍일, 전성원, 조하석, 김양훈, 이혜원, 윤슬, 최대성, 박신혜, 김지성, 강현구, 곽은찬, 홍준석, 이예찬, 박선주, 이세랑, 이명자, 이호민, 안희주, 김희주, 김영아, 박수연, 황경하, 최원정, 김나은, 김용구, 이재성, 차신혜, 김민식, 이민섭, 손병군, 정호연, 이정현, 유연석, 김윤미, 홍성오, 윤영호, 두경민, 하현수, 김수정, 서주현, 고유, 이현정, 박지선, 조영민, 황민형, 이성호, 김성관, 김수원, 임주신, 이고은, 배병엽, 강장원, 얀키, 매드 클라운, 도끼, 더 콰이엇, 던밀스, 김진표, 방준석, 백현진, 송경철, 김세겸",드라마,15세이상관람가,한국,763.0,474137.0,3886052473.0,2018-07-04,4000000000.0,1025.0,1172,38,1029.0
331,바람의 언덕,박석영,"정은경, 장선, 김태희, 김준배, 장해금, 박소이, 한서연, 문지혜, 윤경미, 임재영, 장은석, 정연태, 황정매, 이성규, 김경미",드라마,전체관람가,한국,28.0,1794.0,12605900.0,2020-04-23,80000000.0,68.0,94,0,489.0
332,돈,박누리,"류준열, 유지태, 조우진, 김재영, 김민재, 정만식, 원진아, 김종수, 손종학, 임세미, 진선규, 박명신, 한주완, 이서환, 권지훈, 황병국, 최희진, 이화룡, 김강현, 김태한, 허지나, 정도원, 이도국, 서명찬, 구본진, 곽진석, 홍인, 김윤영, 동현배, 정수용, 한수용, 노상현, 오희준, 정기섭, 임천석, 변진수, 차래형, 김찬이, 이무생, 성혁, 김철민, 육효명, 안태준, 이수련, 고재경, 박소리, 이가경, 우지이, 박상훈, 송승현, 장영주, 강우신, Alison Diane, John Milton Branton, 정민규, 이육헌, 박용복, 오승훈, 정세아, 박세정, 윤육, 최영우, 김세정, 박준호, 손우진, 윤용석, 이정철, 백명재, 박성용, 김기정, 백정우, 박성현, 추판호, 김진호, 김지성, 김시우, 김상욱, 배재완, 추국현, 홍석찬, 주제희, 김일석, 조정원, 김윤오, 박광진, 이현일, 이연우, 최영우, 한성호, 이원찬, 윤용석, 안문주, 이윤경, 장규미, 선인호, 최정현, 김혜련, 황혜진, 윤채연, 임교은, 김하영, 구혜연, 김지나, 김대현, 성승주, 선율우, 최현종, 신재민, 김왕도, 권훈, 서정우, 권혁성, 오경민, 박현욱, 황현규, 김진옥, 이민정, 맹나현, 서아라, 강동균, 강이나, 윤선혜, 천세라, 최별하, 이이슬, 김민아, 최예록, 박아정, 김성강, 고해성, 전희련, 현정애, 김운송, 허철영, 안지은, 이지혜, 이지연, 이유진, 유지수, 장훈, 주보라, 노현욱, 현명석, 이호근, Kevin Frey, Tony Autrey Stark, Bryan C. Henry, Jason Feldman, 이태검, 강덕중, 손영민, 박준혁, 동윤석, 이은석, 명재환, 주동희, 백승인, Emil Victor Price, 김태한, 김혜준, 김태빈, 오승호, 신나리, 김현우, 구효길, 남문철, 유재명, 황정민, 오대환, 다니엘 헤니",범죄,15세이상관람가,한국,1431.0,3389035.0,28869614062.0,2019-03-20,8000000000.0,2278.0,1837,28,2140.0
333,저 산 너머,최종태,"이경훈, 이항나, 안내상, 황현빈, 정상현, 이슬비, 김동화, 임한빈, 백승호, 윤석호, 이신, 강신일, 송창의, 이열음, 우현, 김영재, 김기천, 김원진, 최원석, 윤슬, 안광훈, 이도엽, 임일규, 김요영, 김형도, 우명희, 김달수, 전지학, 김관장, 권윤하, 전민호, 최지호, 장서진, 윤상혁, 진서, 손영만, 박현근, 권겸민, 박현욱, 유병선, 이정훈, 이성호, 이종명, 권한준, 심언재, 남상원, 박두서, 윤석헌, 윤용덕, 백장현, 김정자, 전삼곤, 백승현, 이한슬, 강호운, 여칠식, 이해숙, 염수녀, 최미령, 이연, 손범경, 최재욱, 김도천, 포라마디 세예드레자, 바그노 이브게니, 페티브 알렉산드르, 체르냐에프 콘스탄틴, 김해승, 김지황, 오성진, 노은준, 신재민, 김서윤, 김도윤, 최한결, 윤서진, 임채헌, 김승원, 이서준, 김민준, 우주혁, 박준희, 정진우, 김민우, 김주빈, 엄주연, 이예주, 권은서",드라마,12세이상관람가,한국,468.0,103534.0,772685300.0,2020-04-30,2000000000.0,1090.0,221,8,175.0
334,생각의 여름,김종재,"김예은, 곽민규, 한해인, 오규철, 신기환",드라마,12세이상관람가,한국,41.0,2265.0,19589050.0,2021-08-12,16000000.0,88.0,174,5,100.0
335,나의 PS 파트너,변성현,"지성, 김아중, 신소율, 강경준, 김성오, 정수영, 문지윤, 김보미, 이재원, 이미소, 김지훈, 곽지민, 황승언, 정성윤, 윤하린, 윤진하, 오경수, 정영기, 정종열, 최교식, 최은두, 석한별, 정형호, 손영환, 최은석, 윤주, 배단희, 정다연, 박재영, 설팡희, 김성우, 정찬성, 최유라, 한송이, 문서빈, 이해동, 이강철, 박비토, 김현숙, 우영미, 조경화, 고도은, 김주오, 정승민, 지은, 안소희, 김원진, 송규용, 박준기, 백낙순, 전헌태, 김주령, 옥지영, 탁트인, 김보연, 신해철, 김준호",멜로/로맨스,청소년관람불가,한국,552.0,1823116.0,13845218616.0,2012-12-06,2600000000.0,0.0,1251,131,500.0
336,돈 크라이 마미,김용한,"유선, 남보라, 유오성, 동호, 권현상, 이상민, 정소양, 성웅, 최대철, 신동미, 이성훈, 곽자형, 길해연, 김소희, 홍석빈, 이해신, 최율, 김현주, 허회진, 차정환, 박정익, 조재진, 최윤영, 백승욱, 이정현, 강선미, 서예희, 이창훈, 전재홍, 김윤희, 한철우, 양세희, 전진희, 박경일, 정유진, 박성종, 박건, 서민지, 문성현, 전승이, 최은희",스릴러,15세이상관람가,한국,444.0,975462.0,6808882099.0,2012-11-22,2500000000.0,0.0,547,83,854.0
337,아부의 왕,정승구,"송새벽, 성동일, 이병준, 김성령, 고창석, 한채아, 차승원, 장항준, 이철민, 기국서, 김진욱, 김민재, 진헌태, 이윤희, 김예린, 김종수, 황석정, 박미현, 박보경, 이현정, 한서진, 김동현, 나종민, 진선규, 채희재, 장명갑, 이동용, 김선하, 조용석, 조한희, 손지윤, 김보민, 우지순, 김미준, 박은영, 신지연, 이재은, 박팔영, 윤희철, 이재훈, 추연규, 조화영, 한세영, 최영신, 백미광, 김태현, 우상윤, 유성균, 노지호, 강숙, 이성재, 차상미, 윤영진, 양해준, 나삭헤러 나스, 유인재, 김은경, 장경희, 옥주리, 김가담, 김니나, 김명진, 김수현, 곽미자, 김은영, 정승욱, 김정선, 안승혁, 신봉곤, 송규용, 김종철, 김진성, 박서연, 박일목",코미디,15세이상관람가,한국,428.0,497880.0,3511102500.0,2012-06-21,2000000000.0,0.0,679,62,0.0
338,베를린,류승완,"하정우, 한석규, 류승범, 전지현, 김서형, 배정남, 이경영, John Keogh, Numan Acar, Pasquale Aleardi, 최무성, 곽도원, 토마스 디엠, Tayfun Bademsoy, 베르너 단, Sinja Dieks, 백승익, 박지환, 서지오, Toni Varvasoudis, Mathias Gunther, Oskars Lauva, Can Aiyden, 백동현, 조하석, 지건우, 권지훈, 김선웅, 곽진석, Rihards Lepers, Toms Liepainieks, 김서원, 차은재, 박광호, 정형호, 김아람, Deepika Rai, Martins Pocs, Tamara Sobollova, Didzis Eglitis, Jeff Zafar, Moriel Poorgholy, Rasim Mukhtarov, Kam Yaqub, Andrejs Filipovs, Oleg Vandish, Manvel Isadzanjan, Igor Alijev, Gurgen Michaeljan, David Mikalejan, Tarek Aref, Lafi Khalil, Ahmed Levent, Imad Mardnli, Jan Filkorn, Korkmaz Arslan, Ahmed Dabdoud, Ferhad Nasso, Rico Zinke, Anton Heidrich, 명계남, 윤종빈, 이경미",액션,15세이상관람가,한국,894.0,7166199.0,52354931637.0,2013-01-30,10000000000.0,0.0,2558,176,741.0
339,5백만불의 사나이,김익로,"박진영, 민효린, 조성하, 조희봉, 오정세, 김준배, 이상홍, 한철우, 장대윤, 고경표, 탁트인, 서지승, 윤미영, 장남열, 변정현, 이선구, 박지원, 도승지, 허승, 주광현, 김주영, 이원익, 김계선, 전소현, 정동규, 함태영, 박채익, 김기성, 하세진, 한설, 강혜경, 강규영, 차승호, 박진수, 이유수, 이상혁, 신율이, 김하얀, 로라 로즈, 한소율, 한유림, 최세윤, 이동훈, 이현성, 임준규, 정호준, 성낙원, 고효경, 조준상, 장호준, 곽지혜, 정혜승, 이경영, 이영후, 조진웅, 이병준, 박병은, 조스타, 정성화",코미디,15세이상관람가,한국,331.0,104736.0,739789500.0,2012-07-19,2500000000.0,0.0,700,46,0.0
340,태아 3D,표만석,"차보라, 김형경, 승유미, 이은희, 이은영, 김세현, 김수진, 정용호, 이규화, 김서영",다큐멘터리,전체관람가,한국,7.0,586.0,6671500.0,2013-04-18,400000000.0,0.0,2,4,200.0
341,설인,이사무엘,"김태훈, 지우, 아용주, 김종엽, 조은아, 김선빈, 조용석, 이석, 강석철, 김다름, 전국향, 박성연, 이요성, 이호영, 김승민, 장지혜",판타지,청소년관람불가,한국,6.0,988.0,7404500.0,2013-03-14,74000000.0,0.0,46,9,369.0
342,26년,조근현,"진구, 한혜진, 배수빈, 임슬옹, 이경영, 장광, 조덕제, 김의성, 이미도, 안석환, 민복기, 구성환, 김정국, 김민재, 이상훈, 최귀화, 김기천, 김정석, 조완기, 한근섭, 강구현, 서동구, 문성복, 김진만, 이현걸, 김상용, 윤석진, 고경민, 전종석, 김얼, 이종우, 임현규, 서영화, 이설구, 남상백, 정희태, 유병선, 노강민, 박서연, 나규민, 이정민, 박솔나리, 김주년, 김관수, 장영, 이유현, 정현진, 지성용, 김남식, 김병오, 고명일, 공병철, 곽기훈, 권덕성, 김규호, 김성래, 김명성, 김용석, 김인철, 김주황, 김진엽, 김태준, 나규봉, 나철, 변우진, 신화철, 윤성웅, 이명노, 이성문, 이정훈, 이종신, 이종혁, 정수용, 조수현, 조흰돌, 최우진, 양용천, 현정우, 정광재, 권재민, 양일혁, 제니퍼정, 김용민, 박혁권, 김선화, 천우희, 김도윤",액션,15세이상관람가,한국,604.0,2963449.0,21241327145.0,2012-11-29,4600000000.0,0.0,1423,429,705.0
343,577 프로젝트,이근우,"강신철, 공효진, 김근현, 김성균, 김준규, 김혜화, 박아인, 이상원, 이수인, 이승준, 이승하, 이지훈, 차현우, 최희서, 최진욱, 하석, 하정우, 한성천",코미디,15세이상관람가,한국,191.0,96079.0,695765500.0,2012-08-30,400000000.0,0.0,397,61,524.0
344,두레소리,조정래,"김슬기, 조아름, 임하늬, 최은영, 최은혜, 함현상, 이일규, 이지하, 임인환, 이규호, 정명찬, 최수정, 방양수, 신성우, 하늘벗, 최용석, 이인철, 전성배, 박기배, 기종군, 이종석, 김정도, 김광옥, 이혜진, 최은정, 조정래, 권혁란, 박상규, 박인철, 서경호, 김달병, 김양호, 서진경, 백현호, 민혜썽, 조정옥, 김태윤, 최윤석, 조정래, 조정래, 박정혁, 정영훈, 엄한별, 정은선, 강나현, 한아름, 이아현, 김경미, 김지훈, 오영빈, 최무늬, 최소영, 김경태, 조성신, 지송주, 김준식, 손은경, 허진희, 최희연, 차경인, 정의균, 박애리, 최우성, 이국선, 이능경, 강리나, 김민영, 김세윤, 장원석, 김주영, 김철진, 유태평양, 안혁선, 최현주, 심현지, 왕희림, 노현정, 김예수, 이휘원, 이휘준, 김진수, 문서빈, 이휘동, 김소아, 김지현, 민사라, 박성희, 박은정, 심수옥, 이보람, 이상은, 이수경, 전선진, 전하예, 천지혜, 홍정아, 김영효, 배승규, 신효섭, 안재홍, 이성환, 이승석, 이중현, 한민준, 김시온, 허보미, 박다흰, 정수영, 이선희, 황예찬, 김동하, 최정원, 안성훈, 최민, 김지오, 최민재, 하태왕, 김기완, 위광명, 원준필, 장용훈, 주정인, 심누리, 김혜윤, 박지현, 박미예, 구본슬, 김나희, 홍요한, 김에스더, 강대일, 김민석, 권태형, 강기원, 박소은, 김여진, 김혜정, 엄남경, 이소영, 박슬기, 유희리, 서경아, 정주영, 강미경, 박건우, 조경민, 주은희, 인간문화재 박송희, 김명자, 임공희, 조영제, 백정욱, 이순하, 한덕택, 정영진",드라마,12세이상관람가,한국,132.0,17362.0,115794000.0,2012-05-10,80000000.0,0.0,272,86,505.0
345,경복,최시형,"최시형, 신이수, 한예리, 이종필, 허정, 이정아, 유보연, 최운경, 김동환",드라마,15세이상관람가,한국,1.0,496.0,3762200.0,2013-07-11,10000000.0,0.0,53,2,967.0
346,두 개의 달,김동빈,"박한별, 김지석, 박진주, 라미란, 박원상, 정원, 이종윤, 하유미, 배용근, 정재형, 박소은, 박영화, 서지후, 장희민, 운비, 노연희, 박순철, 정혜연, 서원영, 이정진, 유원진, 김시예",공포(호러),15세이상관람가,한국,347.0,425972.0,2944786748.0,2012-07-12,600000000.0,0.0,630,33,0.0
347,나는 공무원이다,구자홍,"윤제문, 김별, 성준, 김희정, 서현정, 권수현, 유승목, 오병남, 신소현, 이희석, 최경하, 황선화, 서유기, 정대용, 조미현, 최태현, 이충직, 이두성, 나원일, 박해일, 오광록, 고창석, 정해균, 민복기, 구남과여라이딩스텔라, 김정영, 조웅, 김우일",코미디,전체관람가,한국,278.0,217493.0,1535913500.0,2012-07-12,180000000.0,0.0,464,62,367.0
348,미쓰GO,박철관,"고현정, 유해진, 성동일, 이문식, 고창석, 박신양, 이원종, 남성진, 진경, 김병철, 조석현, 김원식, 하재숙, 유하복, 주명철, 장준녕, 진태현, 김서원, 김영주, 손선근, 나기수, 홍지영, 정재성, 우정국, 김경태, 이영삼, 유태선, 이태경, 배효원, 김혜원, 진용욱, 한일규, 김승훈, 한동룡, 정우식, 정기진, 김우석, 박정표, 이유준, 이주한, 김영민, 최창준, 정흥철, 한상휴, 김희선, 양선희, 이한양, 백한나, 이정아, 뮤직뱅크",액션,15세이상관람가,한국,440.0,611685.0,4441859000.0,2012-06-21,5000000000.0,0.0,770,42,267.0
349,화차,변영주,"이선균, 김민희, 조성하, 김별, 최덕문, 이희준, 김민재, 차수연, 임지규, 박상우, 김태인, 배민희, 김보슬, 박지은, 최일화, 김수진, 김선국, 진선규, 민성욱, 양은용, 윤민, 김선혁, 장대윤, 김성연, 신연숙, 김이안, 고은성, 김우석, 혜경, 이현아, 박지혜, 진선미, 황재하, 황남희, 성문규, 이건희, 한가영, 김정, 김창옥, 황재련, 이무녕, 김정상, 여좌동 성당 성가대, 오기민, 김명진, 염신준, 공병철, 박상현, 송성원, 김종길, 신재영, 모정민, 김순애, 노병애, 임순옥, 유귀녀, 김설기, 이경숙, 이보미, 김혜원, 강지혜, 임남숙, 김성태, 정인규, 정동휘, 유연수, 이명준, 최우현, 주효종",미스터리,15세이상관람가,한국,548.0,2435211.0,18450760000.0,2012-03-08,1800000000.0,0.0,991,72,486.0
350,시체가 돌아왔다,우선호,"이범수, 류승범, 김옥빈, 정만식, 유다인, 신정근, 고창석, 정인기, 오정세, 배정남, 이원, 김창회, 이우진, 최설화, 손종학, 한성용, 박혜인, 매튜 도우마, 우정국, 조지환, 박태성, 이승로, 오경택, 이우림, 최동헌, 윤석진, 최태환, 김병오, 서성만, 여민정, 이응재, 최우철, 김보궁, 박보경, 곽지연, 민병호, 문정호, 최우철, 이종형, 임희진, 남경읍, 갤럭시 익스프레스, 김대호, 오창경",범죄,15세이상관람가,한국,435.0,986547.0,7357623000.0,2012-03-29,2900000000.0,0.0,752,142,292.0
351,"동학, 수운 최제우",박영철,"박성준, 송경의, 정기선, 조윤정",드라마,15세이상관람가,한국,1.0,228.0,1333000.0,2012-06-28,70000000.0,0.0,2,4,0.0
